date,open,high,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,close
2019-08-08,5.76,5.8,5.75,549851.38,0.03,0.52,5.818,5.933,5.965,772532.24,642806.54,550870.02,5.77
2019-08-07,5.79,5.8,5.74,663950.75,-0.03,-0.52,5.868,5.961,5.976,765985.33,643043.76,543285.85,5.74
2019-08-06,5.78,5.82,5.76,945609.56,-0.08,-1.37,5.934,5.987,5.988,741004.03,630985.0,528711.5,5.77
2019-08-05,5.94,5.95,5.84,938557.44,-0.11,-1.85,5.994,6.008,5.998,663842.61,571447.66,505276.52,5.85
2019-08-02,5.96,5.98,5.95,764692.06,-0.06,-1.0,6.032,6.02,6.006,570817.64,526045.72,503083.5,5.96
2019-08-01,6.04,6.06,6.01,517116.84,-0.05,-0.82,6.048,6.024,6.012,513080.84,494587.55,509736.04,6.02
2019-07-31,6.07,6.08,6.03,539044.25,0.0,0.0,6.054,6.018,6.033,520102.19,478838.66,538693.82,6.07
2019-07-30,6.04,6.1,6.03,559802.44,0.03,0.5,6.04,6.007,6.053,520965.97,460725.7,558446.07,6.07
2019-07-29,6.04,6.05,6.02,473432.62,0.0,0.0,6.022,6.0,6.071,479052.72,433078.41,572788.32,6.04
2019-07-26,6.03,6.05,6.02,476008.03,-0.01,-0.17,6.008,5.997,6.09,481273.8,454961.3,597272.48,6.04
2019-07-25,6.0,6.05,5.99,552223.62,0.05,0.83,6.0,5.996,6.106,476094.26,458933.51,598266.4,6.05
2019-07-24,5.99,6.03,5.98,543363.12,0.02,0.33,5.982,5.99,6.121,437575.12,443527.94,601650.9,6.0
2019-07-23,5.97,5.99,5.96,350236.19,0.01,0.17,5.974,5.988,6.138,400485.43,426438.01,593448.62,5.98
2019-07-22,6.01,6.02,5.96,484538.03,-0.03,-0.5,5.978,5.988,6.156,387104.11,439105.39,617624.84,5.97
2019-07-19,5.97,6.02,5.96,450110.34,0.04,0.67,5.986,5.991,6.178,428648.81,480121.28,620426.17,6.0
2019-07-18,5.96,5.98,5.94,359627.91,0.0,0.0,5.992,6.0,6.198,441772.76,524884.53,653308.02,5.96
2019-07-17,5.98,6.0,5.96,357914.66,-0.04,-0.67,5.998,6.048,6.22,449480.76,598548.98,713383.15,5.96
2019-07-16,6.01,6.02,5.99,283329.62,-0.01,-0.17,6.002,6.098,6.239,452390.59,656166.45,740056.71,6.0
2019-07-15,6.01,6.04,5.93,692261.5,-0.02,-0.33,5.998,6.142,6.254,491106.66,712498.22,754109.62,6.01
2019-07-12,5.99,6.06,5.99,515730.09,0.04,0.67,5.996,6.183,6.268,531593.76,739583.65,748013.16,6.03
2019-07-11,6.0,6.03,5.98,398167.91,0.01,0.17,6.008,6.215,6.281,607996.31,737599.29,758514.04,5.99
2019-07-10,6.0,6.0,5.96,372463.84,0.0,0.0,6.098,6.252,6.295,747617.2,759773.86,765699.12,5.98
2019-07-09,6.01,6.02,5.96,476909.97,-0.02,-0.33,6.194,6.288,6.31,859942.31,760459.23,774121.7,5.98
2019-07-08,6.07,6.09,5.98,894697.0,-0.09,-1.48,6.286,6.324,6.325,933889.78,796144.3,797493.4,6.0
2019-07-05,6.13,6.13,6.08,897742.81,-0.01,-0.16,6.37,6.365,6.336,947573.54,760731.06,795438.55,6.09
2019-07-04,6.47,6.49,6.43,1096272.38,-0.02,-0.31,6.422,6.395,6.342,867202.27,781731.52,784430.52,6.44
2019-07-03,6.43,6.48,6.41,934089.38,0.02,0.31,6.406,6.391,6.329,771930.52,828217.33,761936.56,6.46
2019-07-02,6.42,6.44,6.4,846647.31,0.02,0.31,6.382,6.379,6.315,660976.16,823946.97,741328.65,6.44
2019-07-01,6.41,6.43,6.39,963115.81,0.07,1.1,6.362,6.366,6.302,658398.82,795721.01,750407.81,6.42
2019-06-28,6.37,6.37,6.32,495886.47,-0.01,-0.16,6.36,6.352,6.286,573888.58,756442.67,728512.08,6.35
