date,open,high,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,close
2019-08-08,28.32,28.34,27.9,88980.82,0.2,0.72,28.378,29.174,29.736,122818.62,132998.08,146053.58,28.1
2019-08-07,28.55,28.58,27.9,112326.3,-0.46,-1.62,28.672,29.432,29.791,136448.03,135277.31,153823.02,27.9
2019-08-06,28.0,28.48,27.52,173558.44,-0.14,-0.49,29.03,29.692,29.81,146598.91,139141.34,151593.11,28.36
2019-08-05,28.98,29.03,28.32,118524.91,-0.53,-1.83,29.43,29.836,29.812,149172.12,134842.83,146406.62,28.5
2019-08-02,28.91,29.24,28.8,120702.63,-0.54,-1.83,29.716,30.011,29.802,150842.96,138342.47,146906.46,29.03
2019-08-01,29.4,29.77,29.1,157127.88,-0.12,-0.4,29.97,30.121,29.819,143177.54,138462.74,146222.02,29.57
2019-07-31,30.2,30.27,29.69,163080.69,-0.67,-2.21,30.192,30.172,29.778,134106.59,134936.87,142202.22,29.69
2019-07-30,30.53,30.88,30.2,186424.5,0.43,1.44,30.354,30.209,29.745,131683.76,131551.57,138694.48,30.36
2019-07-29,30.25,30.27,29.7,126879.09,-0.37,-1.22,30.242,30.186,29.695,120513.54,128186.78,134716.96,29.93
2019-07-26,30.31,30.56,30.09,82375.53,-0.38,-1.24,30.306,30.261,29.686,125841.97,135806.71,138176.18,30.3
2019-07-25,30.46,30.76,30.15,111773.14,0.18,0.59,30.272,30.298,29.587,133747.94,159109.08,138189.52,30.68
2019-07-24,29.82,30.78,29.82,150966.55,0.7,2.35,30.152,30.15,29.477,135767.14,172368.74,138440.51,30.5
2019-07-23,30.36,30.39,29.37,130573.37,-0.45,-1.49,30.064,29.927,29.352,131419.38,164044.89,135078.69,29.8
2019-07-22,30.19,30.79,29.72,153521.27,0.12,0.4,30.13,29.788,29.258,135860.01,157970.41,134105.97,30.25
2019-07-19,30.07,30.44,29.91,121905.38,0.05,0.17,30.216,29.593,29.169,145771.46,155470.46,131807.26,30.13
2019-07-18,29.8,30.37,29.64,121869.13,0.02,0.07,30.324,29.517,29.076,184470.22,153981.29,133504.04,30.08
2019-07-17,30.0,30.28,29.78,129227.76,-0.07,-0.23,30.148,29.384,28.991,208970.33,149467.57,141868.22,30.06
2019-07-16,30.46,30.72,29.94,152776.53,-0.55,-1.79,29.79,29.281,28.829,196670.39,145837.39,142005.32,30.13
2019-07-15,30.49,31.05,29.99,203078.48,0.01,0.03,29.446,29.203,28.664,180080.8,141247.14,137207.09,30.68
2019-07-12,29.16,31.05,29.16,315399.22,1.47,5.03,28.97,29.111,28.467,165169.47,140545.64,130458.48,30.67
2019-07-11,28.61,29.67,28.51,244369.66,0.93,3.29,28.71,28.876,28.262,123492.36,117269.95,118861.01,29.2
